code,title,office,program,economic_class_primary,counts_in_total,item_url
22.02.01.25,שכר עידוד לכשרות,המשרד לשירותי דת,הרבנות הראשית,שכר,yes,https://next.obudget.org/i/b647ac77d17c
22.02.01.26,מערך הממונה על הכשרות,המשרד לשירותי דת,הרבנות הראשית,קניות,yes,https://next.obudget.org/i/7dc300a6de7e
22.02.02.17,מועצת בתי עלמין תל רגב,משרד לעניני דתות,מועצות בתי עלמין,קניות,yes,https://next.obudget.org/i/1f1329968c5c
22.02.12.12,השתתפות בתקציב הרגיל של המועצות הדתיות,משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/516d4aeda962
22.02.12.13,הדרכה במועצות דתיות,משרד לעניני דתות,מועצות דתיות,קניות,yes,https://next.obudget.org/i/0821eb6f7666
22.02.12.16,הדרכת קייסים,משרד לעניני דתות,מועצות דתיות,קניות,yes,https://next.obudget.org/i/0b59df21b8e3
22.02.12.21,פיקוח ובקרה במועצות הדתיות,משרד לעניני דתות,מועצות דתיות,קניות,yes,https://next.obudget.org/i/8d371d5fa238
22.02.12.26,יישום השכם שכר לקייסים במועצות דתיות הכולל את סך העלות בגין משרד הדתות ורשויות מקומיות,משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/ece809770f72
22.02.12.27,העסקת קייסים במועצות הדתיות (71),משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/4afb14d0f4f7
22.02.12.28,רזרבה לתוספת שכר במועצות דתיות,משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/522e0d7b2f6b
22.02.12.29,רזרבה ליישום תוכנית הבראה במועצות דתיות הכוללת את עלות התוכנית בגין משרד הדתות ורשויות מקומיות,משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/075f214e0b34
22.02.12.30,"השתתפות בתקציב מוע""ד לאימוץ אתרי קרוונים",משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/a1c30ffbdaef
22.02.12.32,"השתתפות בתקציב מוע""ד לתיקון והרחבת עירוב",משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/81c51b0d9692
22.02.12.34,"השתתפות בתקציב רגיל של מוע""ד לשיפוץ והרחבת מבני המוע""ד",משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/e3387b730466
22.02.12.36,"השתתפות בתקציב רגיל של מוע""ד למיחשוב",משרד לעניני דתות,מועצות דתיות,העברות,yes,https://next.obudget.org/i/d5c2ac699c74
22.02.13.10,הקצבות לרבנים ושוחטים רבנים (203) (משרות) שוחטים (96) (משרות) בלניות (158) (משרות) פנסיה (104) משרות),משרד לעניני דתות,שירותי דת,העברות,yes,https://next.obudget.org/i/34705b0e118d
22.02.13.12,רזרבה לרבנים ושוחטים,משרד לעניני דתות,שירותי דת,העברות,yes,https://next.obudget.org/i/3e5526721df3
22.02.13.13,חובות למס הכנסה של משרתים בקודש,משרד לעניני דתות,שירותי דת,העברות,yes,https://next.obudget.org/i/6862b31240c7
22.02.13.17,השתתפות בהקמת עירובין,משרד לעניני דתות,שרותי דת,העברות,yes,https://next.obudget.org/i/296290393cae
22.02.15.12,השתתפות בבתי כנסת רהוט וציוד,משרד לעניני דתות,בתי כנסת,העברות,yes,https://next.obudget.org/i/7914b2cf8651
22.02.15.13,ספריות תורניות,משרד לעניני דתות,בתי כנסת,העברות,yes,https://next.obudget.org/i/8ba1a0cb5bb9
22.02.15.15,הנצחת חיילים בבתי כנסת,משרד לעניני דתות,בתי כנסת,העברות,yes,https://next.obudget.org/i/6f982702064b
22.02.15.16,סיוע ברכישת ובדיקת ספרי תורה,משרד לעניני דתות,בתי כנסת,העברות,yes,https://next.obudget.org/i/700e119678ec
22.02.15.17,השתתפות משרד הקליטה ברכישת ספרי תורה,משרד לעניני דתות,בתי כנסת,העברות  פנים תקציביות,no,https://next.obudget.org/i/217bdd8c6b9e
22.02.17.18,גניזה כללית של ספרי קודש,משרד לעניני דתות,בתי עלמין,קניות,yes,https://next.obudget.org/i/84058657d867
22.02.17.20,תפעול מערת המכפלה,משרד לעניני דתות,בתי עלמין,קניות,yes,https://next.obudget.org/i/17ee885e791b
22.02.22.16,כניסת סחורות,משרד לעניני דתות,מחסן תשמישי קדושה,קניות,yes,https://next.obudget.org/i/599f393e0b32
22.02.22.19,יציאת סחורות לפרטיים,משרד לעניני דתות,מחסן תשמישי קדושה,הכנסות מיועדות,no,https://next.obudget.org/i/78b060bab0f1
22.02.31.12,שרותי דת לקראיים,משרד לעניני דתות,שירותי דת לקראים,העברות,yes,https://next.obudget.org/i/76b1d2d74ca6
22.02.40.01,פעולות לקידום שירותי דת,משרד לעניני דתות,קידום שירותי דת,העברות,yes,https://next.obudget.org/i/c5289e53647e
22.02.40.05,מיפוי שרותי דת,משרד לעניני דתות,קידום שירותי דת,קניות,yes,https://next.obudget.org/i/0a906f20bbb6
22.03.01.01,שיא כוח אדם,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/8df9f49c3ac4
22.03.01.02,עבודה בלתי צמיתה,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/9b8d4cf93efa
22.03.01.03,שעות נוספות,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/f50056c07a0b
22.03.01.04,כוננויות,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/97083873eb29
22.03.01.05,שכר עידוד,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/c3cfc1aad46c
22.03.01.06,החזר הוצאות רכב,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/7723ddf03d4f
22.03.01.07,הוצאות פרישה,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/4ce7c403057e
22.03.01.08,שעות העסקה - סטודנטים,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/dffc0bfeebff
22.03.01.09,סופרי גיטין,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/aa46f7c5ecd0
22.03.01.10,השתתפות במנהל הרכב,המשרד לשירותי דת,בתי הדין הרבניים,העברות  פנים תקציביות,no,https://next.obudget.org/i/664505a4dca2
22.03.01.11,השתתפות במנהל הדיור,המשרד לשירותי דת,בתי הדין הרבניים,העברות  פנים תקציביות,no,https://next.obudget.org/i/7a6b9f3a3d2b
22.03.01.12,הוצאות תפעול,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/521b007b49bf
22.03.01.13,דמי שימוש ממשלתיים,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/3575de1a4da3
22.03.01.14,הדרכה ושכר לימוד,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/0a90afc46a2d
22.03.01.15,פעולות,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/2b1ba4201bdb
22.03.01.16,השתתפויות במשרדי ממשלה,המשרד לשירותי דת,בתי הדין הרבניים,העברות  פנים תקציביות,no,https://next.obudget.org/i/47ea7c9cc098
22.03.01.17,שיפוץ בתי הדין,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/a7b5379c8f8b
22.03.01.18,הוצאות מחשוב,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/4f448efd0e82
22.03.01.19,עדכון מערכת שכר עידוד,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/53a7a4f8d0c1
22.03.01.20,הכנסות מדיינים,המשרד לשירותי דת,בתי הדין הרבניים,הכנסות  מיועדות,no,https://next.obudget.org/i/2c5c588999b9
22.03.01.21,הכנסות מגורמי חוץ,המשרד לשירותי דת,בתי הדין הרבניים,הכנסות  מיועדות,no,https://next.obudget.org/i/01da0035648c
22.03.01.22,שיא כוח אדם - דיינים,המשרד לשירותי דת,בתי הדין הרבניים,שכר,yes,https://next.obudget.org/i/7fd2c0b6a14b
22.03.01.23,תגבור תחזוקה,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/570bc9a16a56
22.03.01.24,תחזוקת מבנים,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/3d5b9de257d1
22.03.01.30,פיתוח מערכות מחשוב,המשרד לשירותי דת,בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/935366246358
22.03.11.14,השתתפות במרכז ההסברה - ארוע הקהל,משרד לעניני דתות,הסברה והדרכה,העברות  פנים תקציביות,no,https://next.obudget.org/i/23ad896382f9
22.03.14.12,פעולות תרבות בקרב עולים,משרד לעניני דתות,טפול בעולים וגרים,קניות,yes,https://next.obudget.org/i/0f6f96a5aa0b
22.03.14.13,חיזוק קשר עם עולים,משרד לעניני דתות,טפול בעולים וגרים,קניות,yes,https://next.obudget.org/i/847876678377
22.03.14.20,ברית מילה לעולים חדשים העברה למשרד הבריאות,משרד לעניני דתות,טפול בעולים וגרים,העברות,yes,https://next.obudget.org/i/bedb91d3d6de
22.03.14.22,פעולות לקליטה רוחנית,משרד לעניני דתות,טפול בעולים וגרים,העברות,yes,https://next.obudget.org/i/22d8a4922ae0
22.03.14.23,תשמישי קדושה לעולים,משרד לעניני דתות,טפול בעולים וגרים,קניות,yes,https://next.obudget.org/i/032be4b48055
22.03.14.24,רזרבה לקליטת עליה ובריתות,משרד לעניני דתות,טפול בעולים וגרים,קניות,yes,https://next.obudget.org/i/8f204ba25f7b
22.03.14.30,פעולות להכנת עולים לגיור באולפנים,משרד לעניני דתות,טפול בעולים וגרים,קניות,yes,https://next.obudget.org/i/4e3441a1db46
22.03.14.31,השתתפות משרד הקליטה בפעולות להכנת עולים לגיור באולפנים,משרד לעניני דתות,טפול בעולים וגרים,העברות  פנים תקציביות,no,https://next.obudget.org/i/7746c78d8f7d
22.03.15.18,תמיכה בפעולות חינוך דתי משלים,משרד לעניני דתות,חינוך דתי משלים,העברות,yes,https://next.obudget.org/i/2d3d7f786c8d
22.03.15.20,רזרבה לחינוך דתי משלים,משרד לעניני דתות,חינוך דתי משלים,העברות,yes,https://next.obudget.org/i/eb9997e0fae7
22.03.15.22,מבחנים עולמים לשמיטה,משרד לעניני דתות,חינוך דתי משלים,העברות,yes,https://next.obudget.org/i/cd0584e18c8a
22.03.15.24,תמיכה בתלמידי ישיבה העברה,משרד לעניני דתות,חינוך דתי משלים,העברות  פנים תקציביות,no,https://next.obudget.org/i/2166c901521b
22.03.15.99,"רזרבה לחד""מ",משרד לעניני דתות,חינוך דתי משלים,העברות,yes,https://next.obudget.org/i/66b8c4195319
22.03.16.12,קשרים עם הגולה,משרד לעניני דתות,קשרים עם הגולה,העברות,yes,https://next.obudget.org/i/1f86f945d6f8
22.03.16.14,"הבאת ספרי תורה וספריות תורניות מחו""ל",משרד לעניני דתות,קשרים עם הגולה,קניות,yes,https://next.obudget.org/i/686082c7b5af
22.03.17.01,תמיכה במוסדות דת יהודיים נוספים,משרד לעניני דתות,תמיכה במוסדות דת יהודים,העברות,yes,https://next.obudget.org/i/e0c5f2e6c345
22.03.18.01,תמיכה בפעולות לקליטה רוחנית,משרד לעניני דתות,פעולות לקליטה רוחנית,העברות,yes,https://next.obudget.org/i/1219cbce37f3
22.03.18.99,רזרבה לקליטה רוחנית,משרד לעניני דתות,פעולות לקליטה רוחנית,העברות,yes,https://next.obudget.org/i/cbeb22654f71
22.03.21.12,"תמיכה לנושא תפעול, תחזוקה ופיתוח של המקומות הקדושים",משרד לעניני דתות,תמיכה במרכז לפיתוח,קניות,yes,https://next.obudget.org/i/e997b7597814
22.03.21.13,"תפעול קבר הרשב""י",משרד לעניני דתות,תמיכה במרכז לפיתוח,קניות,yes,https://next.obudget.org/i/efcada3365fb
22.03.21.16,תרומות להחזקת קבר הרשבי,משרד לעניני דתות,תמיכה במרכז לפיתוח,הכנסות מיועדות,no,https://next.obudget.org/i/eaac9058f2f3
22.03.21.17,תרומות במקומות קדושים,משרד לעניני דתות,תמיכה במרכז לפיתוח,הכנסות מיועדות,no,https://next.obudget.org/i/dfbdbf1ca13b
22.03.21.18,פיתוח מנהרות הכותל,משרד לעניני דתות,תמיכה במרכז לפיתוח,קניות,yes,https://next.obudget.org/i/593372385027
22.03.21.19,פיתוח רחבת הכותל,משרד לעניני דתות,תמיכה במרכז לפיתוח,קניות,yes,https://next.obudget.org/i/c850d3d7c5c7
22.03.21.24,תפעול מנהרות הכותל,משרד לעניני דתות,תמיכה במרכז לפיתוח,קניות,yes,https://next.obudget.org/i/5a9af8435cad
22.03.24.10,יעודות לטיפוח הווי דתי,משרד לעניני דתות,הווי דתי,העברות,yes,https://next.obudget.org/i/df3ba8464a62
22.04.01.01,"תמיכה בישיבות קטנות, ת""תים יום לימודים ארוך ומתיבתאות",משרד לעניני דתות,"תמיכה בישיבות קטנות,",העברות,yes,https://next.obudget.org/i/c2b04b0ce8e4
22.04.01.99,רזרבה לישיבות קטנות,משרד לעניני דתות,"תמיכה בישיבות קטנות,",העברות,yes,https://next.obudget.org/i/60825d77c233
22.04.02.01,"תמיכה באולפנות, חטיבות ביניים, ישיבות מקצועיות ישיבות תיכוניות, מוסדות על תיכוניים, נתיבים אולפניים ונתיבים ישיבתיים",משרד לעניני דתות,"תמיכה באולפנות, חטיבות",העברות,yes,https://next.obudget.org/i/e3cdd4fc8c51
22.04.02.99,רזרבה לאולפנות וחטיבות,משרד לעניני דתות,"תמיכה באולפנות, חטיבות",העברות,yes,https://next.obudget.org/i/3e4e40bea976
22.04.03.01,תמיכה בישיבות גבוהות,משרד לעניני דתות,תמיכה בישיבות גבוהות,העברות,yes,https://next.obudget.org/i/587d20f599ad
22.04.04.01,תמיכה בכוללים,משרד לעניני דתות,תמיכה בכוללים,העברות,yes,https://next.obudget.org/i/40ba1ad65a5a
22.04.04.02,תמיכה במוסדות תורה באמצעות רשויות מקומיות,משרד לעניני דתות,תמיכה בכוללים,העברות,yes,https://next.obudget.org/i/07c91fc73b9f
22.04.04.03,החזרי תשלום,משרד לעניני דתות,תמיכה בכוללים,קניות,yes,https://next.obudget.org/i/1d19bd59aacc
22.04.04.04,הכנסות מהחזרי תשלום,משרד לעניני דתות,תמיכה בכוללים,הכנסות מיועדות,no,https://next.obudget.org/i/b58c0d2cd47c
22.04.04.05,תמיכה במסגרות תורניות שיקומיות לאסירים,משרד לעניני דתות,תמיכה בכוללים,העברות,yes,https://next.obudget.org/i/06af9964cc26
22.04.04.10,כוללי שמיטה,משרד לעניני דתות,תמיכה בכוללים,העברות,yes,https://next.obudget.org/i/abad82b77bf0
22.04.04.44,הכנסות מהחזרי תשלום,משרד לעניני דתות,תמיכה בכוללים,הכנסות מיועדות,no,https://next.obudget.org/i/28f29dcd20fe
22.04.05.01,"תמיכה באולפנות חט""ב, מוסדות תיכוניים ועל תיכוניים",משרד לעניני דתות,"תמיכה באולפנות, חט""ב,",העברות,yes,https://next.obudget.org/i/76fdca625cb3
22.04.06.01,תמיכה בישיבות הסדר ומכינות צבאיות ישיבתיות,משרד לעניני דתות,תמיכה בישיבות הסדר,העברות,yes,https://next.obudget.org/i/bd3471958969
22.04.07.01,תמיכה בכוללים לגמלאים (מעל 65),משרד לעניני דתות,תמיכה בכוללים לגימלאים,העברות,yes,https://next.obudget.org/i/4179534c67ea
22.04.08.01,"תמיכה בתוכנית המאה, במסגרת תורנית לאסירים ובכוללים לעולים לשנה אחת",משרד לעניני דתות,תמיכה במוסדות לימוד,העברות,yes,https://next.obudget.org/i/f87b6ccf260c
22.04.11.01,הפעלת מערכת מיחשוב ישיבות,משרד לעניני דתות,תמיכות בישיבות גבוהות,קניות,yes,https://next.obudget.org/i/b0984aa6a882
22.04.11.12,תמיכה בישיבות גבוהות,משרד לעניני דתות,תמיכות בישיבות גבוהות,העברות,yes,https://next.obudget.org/i/1407fa7719f6
22.04.11.13,השתתפות משרד הפנים,משרד לעניני דתות,תמיכות בישיבות גבוהות,העברות  פנים תקציביות,no,https://next.obudget.org/i/3956ee41412d
22.04.11.14,"קניית שרותי כ""א ממשרדי רואי חשבון לביקורת בישובות",משרד לעניני דתות,תמיכות בישיבות גבוהות,קניות,yes,https://next.obudget.org/i/0f512f355c5d
22.04.11.15,רזרבה לישיבות,משרד לעניני דתות,תמיכות בישיבות גבוהות,העברות,yes,https://next.obudget.org/i/6e12024a1b05
22.04.11.16,שירותי תאום וקשר עם משרדי הממשלה,משרד לעניני דתות,תמיכות בישיבות גבוהות,העברות,yes,https://next.obudget.org/i/d52d848cb69f
22.04.11.17,העסקת רואה חשבוןלבדיקת ההפרשים לישיבות,משרד לעניני דתות,תמיכות בישיבות גבוהות,קניות,yes,https://next.obudget.org/i/cd2ae6969210
22.04.11.18,רזרבה לבקרה וביקורת,משרד לעניני דתות,תמיכות בישיבות גבוהות,קניות,yes,https://next.obudget.org/i/2457ba5d998c
22.04.11.19,תצהירים ברשות הדואר,משרד לעניני דתות,תמיכות בישיבות גבוהות,קניות,yes,https://next.obudget.org/i/ad0e402e27ec
22.04.11.20,ביקורת מכרזים,משרד לעניני דתות,תמיכות בישיבות גבוהות,קניות,yes,https://next.obudget.org/i/125ba4ae3cc5
22.04.11.21,תפעול מערך הישיבות,משרד לעניני דתות,תמיכות בישיבות גבוהות,קניות,yes,https://next.obudget.org/i/cfffb7002f14
22.04.11.22,רזרבה לכולל היובל,משרד לעניני דתות,תמיכות בישיבות גבוהות,העברות,yes,https://next.obudget.org/i/8d5ef4a0972b
22.04.11.23,כולל היובל - תמיכה,משרד לעניני דתות,תמיכות בישיבות גבוהות,העברות,yes,https://next.obudget.org/i/8e89160a0d01
22.04.11.30,הפעלת מערכת מיחשוב ישיבות,משרד לעניני דתות,תמיכות בישיבות גבוהות,קניות,yes,https://next.obudget.org/i/d8730829edbc
22.04.11.99,רזרבה לישיבות הסדר,משרד לעניני דתות,תמיכות בישיבות גבוהות,העברות,yes,https://next.obudget.org/i/e234e344d0d8
22.04.12.01,תמיכה בשעורים תורניים ומענקים למוסדות תורה,משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות,yes,https://next.obudget.org/i/744082921a61
22.04.12.04,תמיכה במדרשות תורניות,משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות,yes,https://next.obudget.org/i/1991c7e14ac8
22.04.12.05,מילגות לתלמידי ישיבות,משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות,yes,https://next.obudget.org/i/2b719942eb11
22.04.12.06,גרעין חינוכי לאומי תורני,משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות,yes,https://next.obudget.org/i/01a82d88e05b
22.04.12.07,כולל היובל תמיכה,משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות,yes,https://next.obudget.org/i/8534ecef9ddc
22.04.12.08,כולל האלף - תמיכה,משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות,yes,https://next.obudget.org/i/efb5db9f45ba
22.04.12.15,"תמיכה במסגרות תורניות מיוחדות (תכנית המאה, כולל לגמלאים, מסגרת תורנית לאסירים ומוסדות מיוחדים)",משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות,yes,https://next.obudget.org/i/4bad7c9bc4b0
22.04.12.97,השתתפות במשרד החינוך במדרשות תורניות,משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות  פנים תקציביות,no,https://next.obudget.org/i/3a0a0934797e
22.04.12.98,רזרבה לגרעינים תורניים,משרד לעניני דתות,תמיכות ומענקים למוסדות,העברות,yes,https://next.obudget.org/i/6f9b2486e692
22.04.13.01,תמיכות בישיבות קטנות,משרד לעניני דתות,תמיכות בישיבות קטנות,העברות,yes,https://next.obudget.org/i/194289b1f2ab
22.04.13.99,רזרבה לתלמידי ישיבות עד גיל 18,משרד לעניני דתות,תמיכות בישיבות קטנות,העברות,yes,https://next.obudget.org/i/eb7132fe2132
22.04.14.01,יצירה תורנית,משרד לעניני דתות,תמיכות ביצירות תורניות,העברות,yes,https://next.obudget.org/i/994c03b1c714
22.04.14.03,מילגות למחברים,משרד לעניני דתות,תמיכות ביצירות תורניות,קניות,yes,https://next.obudget.org/i/74fe9b4fcfe8
22.04.14.95,רזרבה להתייקרויות כללית,משרד לעניני דתות,תמיכות ביצירות תורניות,רזרבות,no,https://next.obudget.org/i/216722a75a61
22.04.15.01,תמיכה בישיבות הסדר,משרד לעניני דתות,תמיכה בישיבות הסדר,העברות,yes,https://next.obudget.org/i/49ff492219cc
22.04.15.02,רזרבה לישיבות הסדר,משרד לעניני דתות,תמיכה בישיבות הסדר,העברות,yes,https://next.obudget.org/i/1cf22d0008c0
22.04.15.03,"השתתפות במשרד החינוך בגין תמיכה במכינות קד""ץ",משרד לעניני דתות,תמיכה בישיבות הסדר,העברות  פנים תקציביות,no,https://next.obudget.org/i/745fba1339aa
22.04.15.04,השתתפות משרד הבטחון בתמיכה בישיבות הסדר,משרד לעניני דתות,תמיכה בישיבות הסדר,העברות  פנים תקציביות,no,https://next.obudget.org/i/3159c3aa8c56
22.04.15.06,השתתפות משרד הבטחון בישיבות הסדר,משרד לעניני דתות,תמיכה בישיבות הסדר,העברות  פנים תקציביות,no,https://next.obudget.org/i/1d90d1005e78
22.04.23.01,תמיכות במכונים תורניים,משרד לעניני דתות,תמיכות במכונים תורנים,העברות,yes,https://next.obudget.org/i/d81d689c7fd9
22.04.23.95,רזרבה להתייקרויות כללית,משרד לעניני דתות,תמיכות במכונים תורנים,רזרבות,no,https://next.obudget.org/i/d23ff443f4fe
22.04.23.98,השתתפות במשרד החינוך במכונים תורניים,משרד לעניני דתות,תמיכות במכונים תורנים,העברות  פנים תקציביות,no,https://next.obudget.org/i/811a39c34688
22.04.23.99,רזרבה למכוני מחקר,משרד לעניני דתות,תמיכות במכונים תורנים,העברות,yes,https://next.obudget.org/i/8fb54b04f9e9
22.04.31.12,שכירת רכב לערלה,משרד לעניני דתות,לשכות הרבנים ומועצת,קניות,yes,https://next.obudget.org/i/d4c22c0c31ba
22.04.31.13,פעולות הרבנות הראשית,משרד לעניני דתות,לשכות הרבנים ומועצת,קניות,yes,https://next.obudget.org/i/711ac1383089
22.04.31.14,ועדות בוחנים,משרד לעניני דתות,לשכות הרבנים ומועצת,קניות,yes,https://next.obudget.org/i/5ab960c9f4f2
22.04.31.15,הכנסות מבחינות ומאגרת רשיון למוהלים,משרד לעניני דתות,לשכות הרבנים ומועצת,הכנסות מיועדות,no,https://next.obudget.org/i/9154bdb23f67
22.04.31.18,פעולות למען הכשרות,משרד לעניני דתות,לשכות הרבנים ומועצת,קניות,yes,https://next.obudget.org/i/c78a8827ff12
22.04.31.19,"נסיעות לחו""ל לצורכי כשרות",משרד לעניני דתות,לשכות הרבנים ומועצת,קניות,yes,https://next.obudget.org/i/cbc8f3de96ff
22.04.31.23,רכישת צרכי נישואין,משרד לעניני דתות,לשכות הרבנים ומועצת,קניות,yes,https://next.obudget.org/i/81f18909cb9d
22.04.31.24,הכנסות ממכירת צרכי נישואין,משרד לעניני דתות,לשכות הרבנים ומועצת,הכנסות מיועדות,no,https://next.obudget.org/i/12f965555e96
22.04.31.26,רזרבה לפיקוח על כשרות מזון מיובא,משרד לעניני דתות,לשכות הרבנים ומועצת,קניות,yes,https://next.obudget.org/i/42198982f4bf
22.04.33.24,הוצאות אחזקת היכל שלמה,משרד לעניני דתות,אמרכלות,קניות,yes,https://next.obudget.org/i/e6c141a6dece
22.05.01.01,כח אדם - דיינים,משרד לעניני דתות,שכר,שכר,yes,https://next.obudget.org/i/9aa28443f8f9
22.05.01.02,ראשי אבות בית דין (10),משרד לעניני דתות,שכר,שכר,yes,https://next.obudget.org/i/c83c5f99cf00
22.05.01.08,שכר הרבנים הראשיים לישראל,משרד לעניני דתות,שכר,שכר,yes,https://next.obudget.org/i/0b4c1e8376c4
22.05.01.10,שכר סופרי ועדי גיטין,משרד לעניני דתות,שכר,שכר,yes,https://next.obudget.org/i/8a8670c8c288
22.05.01.11,שכר דייני גיור,משרד לעניני דתות,שכר,שכר,yes,https://next.obudget.org/i/653b25a503bc
22.05.01.12,עבודה ארעית - 40 חודשי עבודה ארעית לדיינים,משרד לעניני דתות,שכר,שכר,yes,https://next.obudget.org/i/8e13d7649ccb
22.05.03.01,הוצאות רפואיות לדיינים,משרד לעניני דתות,הנהלת בתי הדין הרבניים,העברות,yes,https://next.obudget.org/i/e3abdfecf46d
22.05.03.02,השתתפות הדיינים בהוצאות רפואיות,משרד לעניני דתות,הנהלת בתי הדין הרבניים,הכנסות מיועדות,no,https://next.obudget.org/i/33acf43302f3
22.05.03.03,"טיפול בעניני עגונות ונסיעות לחו""ל",משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/7ec13a9be216
22.05.03.05,עדים וסופרי גיטין,משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/bdc8a7cec9ca
22.05.03.08,ועדת בוחנים לטוענים רבניים,משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/a79d361a04f1
22.05.03.09,הכנסות מדמי בחינות לטוענים רבניים,משרד לעניני דתות,הנהלת בתי הדין הרבניים,הכנסות מיועדות,no,https://next.obudget.org/i/1b16344bf002
22.05.03.10,"נציגיות בי""ד במדינות העמים לטיפול במעמד אישי",משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/b7025d4c11fc
22.05.03.11,השתתפות משרד הקליטה בנציגיות של בתי הדין במדינות חבר העמים.,משרד לעניני דתות,הנהלת בתי הדין הרבניים,העברות  פנים תקציביות,no,https://next.obudget.org/i/f56e9ca15085
22.05.03.12,גיור קטינים,משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/ec99197cee77
22.05.03.13,מכונים ליהדות,משרד לעניני דתות,הנהלת בתי הדין הרבניים,העברות,yes,https://next.obudget.org/i/adbdd139ff3b
22.05.03.14,רזרבה למכונים ליהדות,משרד לעניני דתות,הנהלת בתי הדין הרבניים,העברות,yes,https://next.obudget.org/i/0a39908b20ba
22.05.03.15,השתתפות במשרד ראש הממשלה - נציגויות בתי הדין בחבר העמים,משרד לעניני דתות,הנהלת בתי הדין הרבניים,העברות  פנים תקציביות,no,https://next.obudget.org/i/e5c44431fca3
22.05.03.20,איתור הקדשות,משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/b666e1fc9828
22.05.03.21,הכנסות מאגרות עבור מכוני גיור,משרד לעניני דתות,הנהלת בתי הדין הרבניים,הכנסות מיועדות,no,https://next.obudget.org/i/ccab167e878b
22.05.03.22,הפעלת בתי הדין מיוחדים לגיור,משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/c1b1911a9f01
22.05.03.23,תפעול יחידת הגיור,משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/5fbd62ce6d42
22.05.03.24,דיינים לגיור,משרד לעניני דתות,הנהלת בתי הדין הרבניים,קניות,yes,https://next.obudget.org/i/252ac62b8095
22.05.03.26,השתתפות משרד הקליטה במכוני גיור עבור שבותנים,משרד לעניני דתות,הנהלת בתי הדין הרבניים,העברות  פנים תקציביות,no,https://next.obudget.org/i/70350a2e6e02
22.05.04.06,החזר הוצאות רכב לדיינים,משרד לעניני דתות,אמרכלות,שכר,yes,https://next.obudget.org/i/d9ec0e959257
